strike_price,premium,current_date,expiry_date,moneyness,option_type
8000,16,19-05-2020,28-05-2020,OTM,put
8050,18,19-05-2020,28-05-2020,OTM,put
8100,18.5,19-05-2020,28-05-2020,OTM,put
8150,20,19-05-2020,28-05-2020,OTM,put
8200,23,19-05-2020,28-05-2020,OTM,put
8250,29,19-05-2020,28-05-2020,OTM,put
8300,34,19-05-2020,28-05-2020,OTM,put
8350,36,19-05-2020,28-05-2020,OTM,put
8400,44,19-05-2020,28-05-2020,OTM,put
8450,48,19-05-2020,28-05-2020,OTM,put
8500,57,19-05-2020,28-05-2020,OTM,put
8550,60,19-05-2020,28-05-2020,OTM,put
8600,72,19-05-2020,28-05-2020,OTM,put
8650,80,19-05-2020,28-05-2020,OTM,put
8700,82,19-05-2020,28-05-2020,OTM,put
8750,103,19-05-2020,28-05-2020,OTM,put
8800,119,19-05-2020,28-05-2020,OTM,put
8850,132,19-05-2020,28-05-2020,OTM,put
8900,150,19-05-2020,28-05-2020,OTM,put
8950,162,19-05-2020,28-05-2020,OTM,put
9000,189,19-05-2020,28-05-2020,OTM,put
9050,210,19-05-2020,28-05-2020,OTM,put
9100,231,19-05-2020,28-05-2020,OTM,put
9150,255,19-05-2020,28-05-2020,ATM,put
9200,282,19-05-2020,28-05-2020,ITM,put
9250,318,19-05-2020,28-05-2020,ITM,put
9300,337,19-05-2020,28-05-2020,ITM,put
9350,367,19-05-2020,28-05-2020,ITM,put
9400,402,19-05-2020,28-05-2020,ITM,put
9450,133,19-05-2020,28-05-2020,ITM,put
9500,470,19-05-2020,28-05-2020,ITM,put
9550,505,19-05-2020,28-05-2020,ITM,put
9600,545,19-05-2020,28-05-2020,ITM,put
9650,579,19-05-2020,28-05-2020,ITM,put
9700,629,19-05-2020,28-05-2020,ITM,put
9750,657,19-05-2020,28-05-2020,ITM,put
9800,715,19-05-2020,28-05-2020,ITM,put
9850,758,19-05-2020,28-05-2020,ITM,put
9900,798,19-05-2020,28-05-2020,ITM,put
9950,848,19-05-2020,28-05-2020,ITM,put
10000,899,19-05-2020,28-05-2020,ITM,put
10050,921,19-05-2020,28-05-2020,ITM,put
10100,974,19-05-2020,28-05-2020,ITM,put
10150,1065,19-05-2020,28-05-2020,ITM,put
10200,1094,19-05-2020,28-05-2020,ITM,put
10250,1160,19-05-2020,28-05-2020,ITM,put
10300,1204,19-05-2020,28-05-2020,ITM,put
10350,1343,19-05-2020,28-05-2020,ITM,put
10400,1272,19-05-2020,28-05-2020,ITM,put
10450,1350,19-05-2020,28-05-2020,ITM,put
10500,1402,19-05-2020,28-05-2020,ITM,put
