strike_price,new_premium,Old Premium,Change,current_date,Date of New Premium,Expiry Date
8000,7.879000866670943,5.7,2.1790008666709424,20-05-2020,22-05-2020,28-05-2020
8050,7.750695927859135,5.9,1.8506959278591344,20-05-2020,22-05-2020,28-05-2020
8100,8.552521824879683,6.5,2.0525218248796833,20-05-2020,22-05-2020,28-05-2020
8150,8.275000480332636,6.75,1.5250004803326362,20-05-2020,22-05-2020,28-05-2020
8200,8.914824889296959,7,1.914824889296959,20-05-2020,22-05-2020,28-05-2020
8250,10.475525023324971,9.95,0.5255250233249722,20-05-2020,22-05-2020,28-05-2020
8300,10.966995169530286,10,0.9669951695302856,20-05-2020,22-05-2020,28-05-2020
8350,13.404167600723893,13.55,-0.1458323992761077,20-05-2020,22-05-2020,28-05-2020
8400,12.805228283423869,13.9,-1.0947717165761315,20-05-2020,22-05-2020,28-05-2020
8450,19.18975055032741,20.05,-0.8602494496725903,20-05-2020,22-05-2020,28-05-2020
8500,19.577027412719907,21.85,-2.272972587280094,20-05-2020,22-05-2020,28-05-2020
8550,24.98476523378266,27,-2.0152347662173398,20-05-2020,22-05-2020,28-05-2020
8600,26.42819618424654,29.1,-2.67180381575346,20-05-2020,22-05-2020,28-05-2020
8650,31.919590648206096,35.75,-3.8304093517939037,20-05-2020,22-05-2020,28-05-2020
8700,38.468105956013545,42.5,-4.031894043986455,20-05-2020,22-05-2020,28-05-2020
8750,49.07988923048391,53.05,-3.97011076951609,20-05-2020,22-05-2020,28-05-2020
8800,56.758351788746836,61,-4.241648211253164,20-05-2020,22-05-2020,28-05-2020
8850,70.50454281884527,75,-4.495457181154734,20-05-2020,22-05-2020,28-05-2020
8900,82.31756500434595,87.2,-4.882434995654052,20-05-2020,22-05-2020,28-05-2020
8950,108.19499042416044,113.95,-5.755009575839566,20-05-2020,22-05-2020,28-05-2020
9000,116.13324913362202,121,-4.866750866377984,20-05-2020,22-05-2020,28-05-2020
9050,138.12797431298995,143,-4.872025687010051,20-05-2020,22-05-2020,28-05-2020
9100,161.17429653408473,166,-4.825703465915268,20-05-2020,22-05-2020,28-05-2020
9150,193.26708577987716,198.6,-5.332914220122831,20-05-2020,22-05-2020,28-05-2020
9200,219.4011437949921,224.05,-4.648856205007917,20-05-2020,22-05-2020,28-05-2020
9250,257.5713516364248,262.35,-4.778648363575201,20-05-2020,22-05-2020,28-05-2020
9300,283.77277838746244,288,-4.227221612537562,20-05-2020,22-05-2020,28-05-2020
9350,320.0007572748816,324.2,-4.199242725118381,20-05-2020,22-05-2020,28-05-2020
9400,358.2509351879781,362,-3.7490648120219134,20-05-2020,22-05-2020,28-05-2020
9450,406.51930105820475,410.3,-3.780698941795265,20-05-2020,22-05-2020,28-05-2020
9500,440.8021978748477,444.05,-3.2478021251523046,20-05-2020,22-05-2020,28-05-2020
9550,510.0963223881883,513.7,-3.6036776118117473,20-05-2020,22-05-2020,28-05-2020
9600,529.3987158511303,532.55,-3.1512841488696495,20-05-2020,22-05-2020,28-05-2020
9650,601.7067485097658,604.95,-3.243251490234229,20-05-2020,22-05-2020,28-05-2020
9700,625.0180999902773,627.55,-2.5319000097226763,20-05-2020,22-05-2020,28-05-2020
